Index	PROVINCE_N	DISTRICT_N	Polling_D	DSD_N	Local_Gov	Ward	Type_Ward	GND_N	GND_NO	Votes	TOT_POP	E_Sinhales	E_SLTamil	E_IndTamil	E_SLMoor	E_Burgher	E_Malay	E_SLChetty	E_Bharatha	E_Other	E_AllTamil	E_AllOther
13130	Sabaragamuwa	Ratnapura	Eheliyagoda	Kuruvita	Kuruvita PS	Miyanadeniya		Pohorabawa	148	1936	2545	2205	336	1	1	2	0	0	0	0	337	2
13131	Sabaragamuwa	Ratnapura	Eheliyagoda	Kuruvita	Kuruvita PS	Pussella		Pussella	158	2619	3552	3146	86	140	179	0	0	0	0	1	226	1
13132	Sabaragamuwa	Ratnapura	Rathnapura	Kuruvita	Kuruvita PS	Sudagala		Sudagala	161A	1538	2137	2042	79	8	8	0	0	0	0	0	87	0
13133	Sabaragamuwa	Ratnapura	Eheliyagoda	Kuruvita	Kuruvita PS	Talawitiya		Thalavitiya	146	2554	3480	3106	40	0	333	1	0	0	0	0	40	1
13134	Sabaragamuwa	Ratnapura	Rathnapura	Kuruvita	Kuruvita PS	Theppanawa		Theppanawa	156	1613	2040	2036	4	0	0	0	0	0	0	0	4	0
13135	Sabaragamuwa	Ratnapura	Rathnapura	Kuruvita	Kuruvita PS	Theppanawa		Theppanawa Ihalagama	156A	1916	2480	2478	1	0	0	1	0	0	0	0	1	1
13136	Sabaragamuwa	Ratnapura	Rathnapura	Kuruvita	Kuruvita PS	Theppanawa		Theppanawa Pahalagama	156B	1012	1272	1267	5	0	0	0	0	0	0	0	5	0
13137	Sabaragamuwa	Ratnapura	Rathnapura	Kuruvita	Kuruvita PS	Kadangoda		Udakada	159A	648	777	765	12	0	0	0	0	0	0	0	12	0
13138	Sabaragamuwa	Ratnapura	Rathnapura	Kuruvita	Kuruvita PS	Walandura		Walandura	154	1593	2762	2545	170	20	27	0	0	0	0	0	190	0
13139	Sabaragamuwa	Ratnapura	Rathnapura	Kuruvita	Kuruvita PS	Kadangoda		Wathuyaya	159	1283	1655	1526	44	5	64	7	1	0	0	8	49	16
13140	Sabaragamuwa	Ratnapura	Nivithigala	Nivithigala	Nivithigala PS	Delwala		Delwala	177	3546	5015	3932	251	799	16	1	8	5	0	3	1050	17
13141	Sabaragamuwa	Ratnapura	Nivithigala	Nivithigala	Nivithigala PS	Kolombugama		Doloswala	176	1257	1686	1245	1	440	0	0	0	0	0	0	441	0
13142	Sabaragamuwa	Ratnapura	Nivithigala	Nivithigala	Nivithigala PS	Halkandaliya		Doloswalakanda	176B	2245	3340	2124	310	905	1	0	0	0	0	0	1215	0
13143	Sabaragamuwa	Ratnapura	Nivithigala	Nivithigala	Nivithigala PS	Noragalla		Dombagammana	175C	2020	2699	2454	15	218	8	0	0	0	1	3	233	4
13144	Sabaragamuwa	Ratnapura	Nivithigala	Nivithigala	Nivithigala PS	Noragalla		Erabadda	175D	1450	1937	1745	12	178	2	0	0	0	0	0	190	0
13145	Sabaragamuwa	Ratnapura	Nivithigala	Nivithigala	Nivithigala PS	Halkandaliya		Halkandaliya	176D	1664	2156	2041	12	96	6	1	0	0	0	0	108	1
13146	Sabaragamuwa	Ratnapura	Nivithigala	Nivithigala	Nivithigala PS	Uda Karawita		Horanekarakanda	177C	1788	2447	2221	43	181	1	0	1	0	0	0	224	1
13147	Sabaragamuwa	Ratnapura	Nivithigala	Nivithigala	Nivithigala PS	Pahala Karawita		Horangala	173C	1540	2066	1883	34	57	92	0	0	0	0	0	91	0
13148	Sabaragamuwa	Ratnapura	Nivithigala	Nivithigala	Nivithigala PS	Watapotha		Kiribathgala	175A	1292	1790	1253	20	510	7	0	0	0	0	0	530	0
13149	Sabaragamuwa	Ratnapura	Nivithigala	Nivithigala	Nivithigala PS	Kolombugama		Kolombugama	176C	3278	4486	3213	430	828	15	0	0	0	0	0	1258	0
13150	Sabaragamuwa	Ratnapura	Nivithigala	Nivithigala	Nivithigala PS	Niwitigala		Nivithigala	174	2258	2913	2783	111	16	0	0	3	0	0	0	127	3
13151	Sabaragamuwa	Ratnapura	Nivithigala	Nivithigala	Nivithigala PS	Noragalla		Noragalla	175	2497	3437	2518	46	862	5	0	0	0	0	6	908	6
13152	Sabaragamuwa	Ratnapura	Nivithigala	Nivithigala	Nivithigala PS	Pahala Karawita		Pahala Karavita	173	2775	3863	2890	477	456	40	0	0	0	0	0	933	0
13153	Sabaragamuwa	Ratnapura	Nivithigala	Nivithigala	Nivithigala PS	Delwala		Panahetagala	177B	319	461	397	11	52	0	0	0	0	1	0	63	1
13154	Sabaragamuwa	Ratnapura	Nivithigala	Nivithigala	Nivithigala PS	Niwitigala		Pathakada	174E	1804	2295	2191	4	100	0	0	0	0	0	0	104	0
13155	Sabaragamuwa	Ratnapura	Nivithigala	Nivithigala	Nivithigala PS	Delwala		Pebotuwa	177A	1107	1740	1304	92	339	1	4	0	0	0	0	431	4
13156	Sabaragamuwa	Ratnapura	Nivithigala	Nivithigala	Nivithigala PS	Halkandaliya		Pinkanda	174D	1751	2349	2055	89	179	26	0	0	0	0	0	268	0
13157	Sabaragamuwa	Ratnapura	Nivithigala	Nivithigala	Nivithigala PS	Kolombugama		Sidurupitiya	174B	1400	1945	1535	326	81	3	0	0	0	0	0	407	0
13158	Sabaragamuwa	Ratnapura	Nivithigala	Nivithigala	Nivithigala PS	Watapotha		Thuttiripitiya	174C	1320	1827	1534	78	215	0	0	0	0	0	0	293	0
13159	Sabaragamuwa	Ratnapura	Nivithigala	Nivithigala	Nivithigala PS	Uda Karawita		Uda Karavita	173B	2276	2975	2632	17	236	90	0	0	0	0	0	253	0
13160	Sabaragamuwa	Ratnapura	Nivithigala	Nivithigala	Nivithigala PS	Watapotha		Wanniyawatta	175B	1400	1852	1547	4	301	0	0	0	0	0	0	305	0
13161	Sabaragamuwa	Ratnapura	Nivithigala	Nivithigala	Nivithigala PS	Watapotha		Watapotha	176A	1141	1587	1380	5	202	0	0	0	0	0	0	207	0
13162	Sabaragamuwa	Ratnapura	Nivithigala	Nivithigala	Nivithigala PS	Pahala Karawita		Wathupitiya	173A	1771	2384	2278	14	84	8	0	0	0	0	0	98	0
13163	Sabaragamuwa	Ratnapura	Nivithigala	Nivithigala	Nivithigala PS	Niwitigala		Yakdehiwatta	174A	2102	2880	2034	305	352	179	10	0	0	0	0	657	10
13164	Sabaragamuwa	Ratnapura	Rakwana	Opanayake	Weligepola PS	Akarella		Akarella	241	1564	2025	1660	16	349	0	0	0	0	0	0	365	0
13165	Sabaragamuwa	Ratnapura	Rakwana	Opanayake	Weligepola PS	Akarella		Batadura	242A	976	1184	1173	1	10	0	0	0	0	0	0	11	0
13166	Sabaragamuwa	Ratnapura	Rakwana	Opanayake	Weligepola PS	Opanayaka		Dandeniya	243A	964	1256	1126	19	67	43	1	0	0	0	0	86	1
13167	Sabaragamuwa	Ratnapura	Rakwana	Opanayake	Weligepola PS	Akarella		Galkanda	242C	544	628	628	0	0	0	0	0	0	0	0	0	0
13168	Sabaragamuwa	Ratnapura	Rakwana	Opanayake	Weligepola PS	Hunuwala		Hallinna	244A	1429	1842	1239	3	586	0	14	0	0	0	0	589	14
13169	Sabaragamuwa	Ratnapura	Rakwana	Opanayake	Weligepola PS	Opanayaka		Hattella	242	1045	1224	1224	0	0	0	0	0	0	0	0	0	0
13170	Sabaragamuwa	Ratnapura	Rakwana	Opanayake	Weligepola PS	Opanayaka		Hattella Egoda	242B	736	925	925	0	0	0	0	0	0	0	0	0	0
13171	Sabaragamuwa	Ratnapura	Rakwana	Opanayake	Weligepola PS	Hunuwala		Hunuwala North	244	1724	2214	1714	416	15	69	0	0	0	0	0	431	0
13172	Sabaragamuwa	Ratnapura	Rakwana	Opanayake	Weligepola PS	Hunuwala		Hunuwala South	243	1024	1259	1132	55	54	18	0	0	0	0	0	109	0
13173	Sabaragamuwa	Ratnapura	Rakwana	Opanayake	Weligepola PS	Udawela		Kendaketiya	245B	529	676	672	1	3	0	0	0	0	0	0	4	0
13174	Sabaragamuwa	Ratnapura	Rakwana	Opanayake	Weligepola PS	Akarella		Liyanagoda	241A	968	1219	1219	0	0	0	0	0	0	0	0	0	0
13175	Sabaragamuwa	Ratnapura	Rakwana	Opanayake	Weligepola PS	Udawela		Madola	246	788	985	985	0	0	0	0	0	0	0	0	0	0
13176	Sabaragamuwa	Ratnapura	Rakwana	Opanayake	Weligepola PS	Hunuwala		Malmeekanda	244B	972	1254	1162	92	0	0	0	0	0	0	0	92	0
13177	Sabaragamuwa	Ratnapura	Rakwana	Opanayake	Weligepola PS	Udawela		Meegahawela	245A	1375	1674	1657	14	0	2	1	0	0	0	0	14	1
13178	Sabaragamuwa	Ratnapura	Rakwana	Opanayake	Weligepola PS	Hunuwala		Metihakwala	244C	889	1119	1118	1	0	0	0	0	0	0	0	1	0
13179	Sabaragamuwa	Ratnapura	Rakwana	Opanayake	Weligepola PS	Opanayaka		Opanayaka	245	2043	2477	2389	4	0	82	0	0	0	0	2	4	2
13180	Sabaragamuwa	Ratnapura	Rakwana	Opanayake	Weligepola PS	Udawela		Pelendakanda	246B	1107	1378	1377	0	0	1	0	0	0	0	0	0	0
13181	Sabaragamuwa	Ratnapura	Rakwana	Opanayake	Weligepola PS	Hunuwala		Polwattahena	244D	804	1111	809	302	0	0	0	0	0	0	0	302	0
13182	Sabaragamuwa	Ratnapura	Rakwana	Opanayake	Weligepola PS	Udawela		Udawela	246A	735	973	934	1	0	38	0	0	0	0	0	1	0
13183	Sabaragamuwa	Ratnapura	Rakwana	Opanayake	Weligepola PS	Akarella		Wallaketiya	246C	955	1164	1164	0	0	0	0	0	0	0	0	0	0
13184	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla PS	Niralgama		Alupotha	180C	1006	1266	1260	6	0	0	0	0	0	0	0	6	0
13185	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla PS	Berenduwa		Berenduwa	172B	3061	4016	3040	886	76	2	11	0	1	0	0	962	12
13186	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla PS	Bopeththa		Bopetta	178	1375	1729	1338	270	121	0	0	0	0	0	0	391	0
13187	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla PS	Borala		Borala	168D	2281	3151	2523	22	600	6	0	0	0	0	0	622	0
13188	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla PS	Denawaka Pathakada		Denawaka Pathakada	171	2799	3527	3091	16	413	7	0	0	0	0	0	429	0
13189	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla PS	Denawaka Udakada		Denawaka Udakada	168	1140	1308	1305	2	1	0	0	0	0	0	0	3	0
13190	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla PS	Dewalegama		Dewalegama	171D	2109	2763	2306	367	90	0	0	0	0	0	0	457	0
13191	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla PS	Lellopitiya		Dippitigala	172C	1129	1580	1483	72	24	0	1	0	0	0	0	96	1
13192	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla PS	Godagama		Dombagasvinna	171C	1495	1950	1949	1	0	0	0	0	0	0	0	1	0
13193	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla MC	Batugedara/ Mawudella	Multiple	Gallinna	179C	1818	2427	2322	50	50	1	1	3	0	0	0	100	4
13194	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla PS	Ganegama		Ganegama	167	1452	1878	1806	69	3	0	0	0	0	0	0	72	0
13195	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla PS	Godagama		Godagama	171B	1635	2216	1786	274	156	0	0	0	0	0	0	430	0
13196	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla PS	Bopeththa		Gonakumbura	178A	894	1241	997	202	42	0	0	0	0	0	0	244	0
13197	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla PS	Poronuwa		Halpawala	170A	1736	2224	2073	130	19	0	0	2	0	0	0	149	2
13198	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla PS	Bopitiya		Ihala Bopitiya	167B	1536	2099	1871	112	110	1	0	0	0	0	5	222	5
13199	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla PS	Hakamuwa		Ihala Hakamuwa	180B	816	1078	983	94	1	0	0	0	0	0	0	95	0
13200	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla PS	Panawenna		Kapuhenthota	170C	2263	3139	2527	433	155	10	0	0	0	0	14	588	14
13201	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla PS	Kattange		Kattange	169A	2133	2763	2117	600	36	10	0	0	0	0	0	636	0
13202	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla PS	Kuttapitiya		Kuttapitiya	166	2289	2966	2528	142	296	0	0	0	0	0	0	438	0
13203	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla PS	Lellopitiya		Lellopitiya	172	1340	1828	1634	63	130	1	0	0	0	0	0	193	0
13204	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla PS	Marapana		Marapana	179	2383	3134	3117	17	0	0	0	0	0	0	0	17	0
13205	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla PS	Mawudella		Maudella	179A	1562	2063	2003	47	12	1	0	0	0	0	0	59	0
13206	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla PS	Kattange		Morathota	169	2026	2466	2193	73	199	1	0	0	0	0	0	272	0
13207	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla PS	Kuttapitiya		Narangoda	167A	963	1366	1109	257	0	0	0	0	0	0	0	257	0
13208	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla PS	Niralgama		Niralgama	180A	1655	2061	1840	11	210	0	0	0	0	0	0	221	0
13209	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla PS	Bopitiya		Pahala Bopitiya	167D	1329	1684	1650	18	2	14	0	0	0	0	0	20	0
13210	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla PS	Hakamuwa		Pahala Hakamuwa	180	1990	2591	2335	200	19	31	6	0	0	0	0	219	6
13211	Sabaragamuwa	Ratnapura	Nivithigala	Pelmadulla	Pelmadulla PS	Panawenna		Panawenna	170	4137	5596	3457	164	1848	70	7	6	9	0	35	2012	57
13212	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla PS	Pelmadulla		pelmadulla Town	168A	2070	2677	2452	23	8	193	1	0	0	0	0	31	1
13213	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla PS	Pelmadulla		Pelmadullagama	168B	2284	2813	2726	40	29	15	0	0	0	0	3	69	3
13214	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla PS	Poronuwa		Poronuwa	170B	2390	3115	1916	559	606	31	0	3	0	0	0	1165	3
13215	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla PS	Poththakanda		Pottakanda	179B	1942	2753	2017	604	115	4	5	0	0	0	8	719	13
13216	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla PS	Ganegama		Rilhena	167C	2168	3015	2154	112	688	59	0	1	0	0	1	800	2
13217	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla PS	Dewalegama		Sannasgama	171A	1610	2192	2178	12	1	1	0	0	0	0	0	13	0
13218	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla PS	Denawaka Udakada		Udathula	166A	1504	1887	1782	12	84	0	1	0	0	0	8	96	9
13219	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla PS	Denawaka Udakada		Warigama	168C	1013	1213	1213	0	0	0	0	0	0	0	0	0	0
13220	Sabaragamuwa	Ratnapura	Pelmadulla	Pelmadulla	Pelmadulla PS	Welimaluwa		Welimaluwa	172A	2646	3694	3350	313	22	6	0	0	0	0	3	335	3
13221	Sabaragamuwa	Ratnapura	Pelmadulla	Ratnapura	Ratnapura PS	Bambarabotuwa		Alupola	165B	1189	1597	1374	182	41	0	0	0	0	0	0	223	0
13222	Sabaragamuwa	Ratnapura	Pelmadulla	Ratnapura	Ratnapura PS	Amunutenna		Amunuthenna	164C	653	870	788	82	0	0	0	0	0	0	0	82	0
13223	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura PS	Amuthagoda		Amuthagoda	153C	1426	1908	1886	15	1	1	0	0	3	0	2	16	5
13224	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura MC	Angammana		Angammana	181C	1673	2224	2058	93	39	32	1	0	0	0	1	132	2
13225	Sabaragamuwa	Ratnapura	Pelmadulla	Ratnapura	Ratnapura PS	Gurubewilagama		Balakotunna	164E	1204	1819	880	27	910	0	0	0	0	0	2	937	2
13226	Sabaragamuwa	Ratnapura	Pelmadulla	Ratnapura	Ratnapura PS	Bambarabotuwa		Bambarabotuwa	164A	1899	2610	1644	26	934	5	1	0	0	0	0	960	1
13227	Sabaragamuwa	Ratnapura	Pelmadulla	Ratnapura	Ratnapura PS	Banagoda		Banagoda	165A	912	1275	1084	189	2	0	0	0	0	0	0	191	0
13228	Sabaragamuwa	Ratnapura	Pelmadulla	Ratnapura	Ratnapura PS	Batewela		Batewela	165	617	788	787	1	0	0	0	0	0	0	0	1	0
13229	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura MC	Batugedara		Batugedara	181	1466	1989	1752	38	6	173	0	1	0	0	19	44	20
13230	Sabaragamuwa	Ratnapura	Pelmadulla	Ratnapura	Ratnapura PS	Dehenakanda		Dehenakanda	164F	1699	2354	731	935	687	1	0	0	0	0	0	1622	0
13231	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura MC	Dewalegawa/ Ketaliyanpalla	Multiple	Dewalegawa	151	2070	2806	2789	2	1	3	0	11	0	0	0	3	11
13232	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura PS	Durekkanda		Durekkanda	163E	2293	2996	2907	75	13	1	0	0	0	0	0	88	0
13233	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura PS	Egoda Malwala		Egoda Malwala	163C	761	1080	1021	53	6	0	0	0	0	0	0	59	0
13234	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura PS	Malangama		Ellegedara	153	692	979	740	8	231	0	0	0	0	0	0	239	0
13235	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura PS	Embuldeniya		Embuldeniya	162D	801	1113	927	136	47	3	0	0	0	0	0	183	0
13236	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura PS	Ethoya		Ethoya	182E	1377	1983	1770	180	22	4	7	0	0	0	0	202	7
13237	Sabaragamuwa	Ratnapura	Pelmadulla	Ratnapura	Ratnapura PS	Galabada		Galabada	164D	1348	2084	603	1383	97	1	0	0	0	0	0	1480	0
13238	Sabaragamuwa	Ratnapura	Pelmadulla	Ratnapura	Ratnapura PS	Amunutenna		Gallella	164	1507	1955	1906	23	24	0	2	0	0	0	0	47	2
13239	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura PS	Ketawala		Gileemale North	162	1215	1656	1597	24	35	0	0	0	0	0	0	59	0
13240	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura PS	Rathgama		Gileemale South	163	1613	2156	2051	81	24	0	0	0	0	0	0	105	0
13241	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura MC	Godigamuwa		Godigamuwa	152	2053	2792	1747	154	5	870	2	5	0	0	9	159	16
13242	Sabaragamuwa	Ratnapura	Pelmadulla	Ratnapura	Ratnapura PS	Gurubewilagama		Gurubevilagama	164B	1498	2039	1632	3	404	0	0	0	0	0	0	407	0
13243	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura PS	Siripagama		Guruluwana	162G	941	1439	1231	183	24	0	0	0	0	0	1	207	1
13244	Sabaragamuwa	Ratnapura	Pelmadulla	Ratnapura	Ratnapura PS	Hapugastenna		Hapugasthenna	164G	3519	4793	398	2607	1779	1	2	0	0	0	6	4386	8
13245	Sabaragamuwa	Ratnapura	Pelmadulla	Ratnapura	Ratnapura PS	Banagoda		Heenberenduwa	165E	574	872	804	67	1	0	0	0	0	0	0	68	0
13246	Sabaragamuwa	Ratnapura	Pelmadulla	Ratnapura	Ratnapura PS	Batewela		Hettikanda	165C	801	1076	1076	0	0	0	0	0	0	0	0	0	0
13247	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura PS	Kahangama		Kahangama	151B	2088	2797	2280	66	442	9	0	0	0	0	0	508	0
13248	Sabaragamuwa	Ratnapura	Pelmadulla	Ratnapura	Ratnapura PS	Batewela		Kempanawatta	165D	688	910	910	0	0	0	0	0	0	0	0	0	0
13249	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura PS	Ketaliyanpalla		Ketaliyampalla	151A	1857	2381	2365	8	6	0	0	0	0	0	2	14	2
13250	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura PS	Ketawala		Ketawala	162E	1003	1309	1265	42	2	0	0	0	0	0	0	44	0
13251	Sabaragamuwa	Ratnapura	Pelmadulla	Ratnapura	Ratnapura MC	Angammana/ Mudduwa/ Egoda Malwala	Multiple	Kolandagala	181A	1662	2325	1977	52	293	1	0	0	2	0	0	345	2
13252	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura MC	Kospelawinna		Kospelavinna	153D	3371	4332	3638	72	613	3	6	0	0	0	0	685	6
13253	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura PS	Kudawa		Kudawa	162A	1953	2664	2629	34	1	0	0	0	0	0	0	35	0
13254	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura MC	Mihindugama		Mahawala	152C	1208	1502	575	374	3	541	7	0	0	0	2	377	9
13255	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura PS	Malangama		Malangama	153B	2347	3070	2975	44	34	0	10	4	0	0	3	78	17
13256	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura PS	Meehitiya		Malwala	163A	1846	2660	2559	50	51	0	0	0	0	0	0	101	0
13257	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura PS	Sri Palabaddala		Mapalana	162H	813	1095	1073	4	18	0	0	0	0	0	0	22	0
13258	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura PS	Meehitiya		Meehitiya	163B	1602	2374	1256	889	167	49	0	0	0	0	13	1056	13
13259	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura MC	Mihindugama		Mihindugama	152D	4144	5499	3081	1176	65	1172	1	4	0	0	0	1241	5
13260	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura MC	Mudduwa		Mudduva East	182D	2690	3373	3238	37	4	80	6	2	0	0	6	41	14
13261	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura PS	Ethoya		Mudduwa	182A	1769	2373	2323	43	6	1	0	0	0	0	0	49	0
13262	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura MC	Muwagama/ Ketaliyanpalla	Multiple	Muwagama	182	2471	3079	2957	48	11	60	2	0	0	0	1	59	3
13263	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura MC	Ratnapura New Town/ Amuthagoda	Multiple	New Town	153A	4907	6689	5268	1086	101	223	0	9	0	2	0	1187	11
13264	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura PS	Embuldeniya		Pagoda	163D	1437	1923	1838	78	7	0	0	0	0	0	0	85	0
13265	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura PS	Rathgama		Rathgama	162F	1219	1673	1567	0	106	0	0	0	0	0	0	106	0
13266	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura MC	Ratnapura Town West		Rathnapura Town	152A	1184	1796	524	99	39	1123	1	10	0	0	0	138	11
13267	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura MC	Ratnapura Town North		Rathnapura Town North	152E	2929	3353	1977	488	97	737	3	51	0	0	0	585	54
13268	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura MC	Ratnapura Town West		Rathnapura Town West	152F	1026	1106	923	39	8	134	2	0	0	0	0	47	2
13269	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura MC	Samagipura		Samagipura	182C	2338	3015	2914	16	18	67	0	0	0	0	0	34	0
13270	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura PS	Siripagama		Siripagama	162C	683	1022	763	205	52	2	0	0	0	0	0	257	0
13271	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura PS	Sri Palabaddala		Sri Palabaddala	162B	833	1108	1099	8	1	0	0	0	0	0	0	9	0
13272	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura MC	Thiriwanaketiya		Thiriwanketiya	181B	1838	2512	2176	106	18	207	2	3	0	0	0	124	5
13273	Sabaragamuwa	Ratnapura	Rathnapura	Ratnapura	Ratnapura MC	Weralupa/ Dewalegawa	Multiple	Weralupa	152B	3899	5019	4552	113	82	264	5	1	0	0	2	195	8
13274	Sabaragamuwa	Ratnapura	Rakwana	Weligepola	Weligepola PS	Ranwala		Ammaduwa	221B	885	1137	1122	15	0	0	0	0	0	0	0	15	0
13275	Sabaragamuwa	Ratnapura	Rakwana	Weligepola	Weligepola PS	Badullegama		Badullegama	220	1072	1098	1095	1	0	0	0	0	0	0	2	1	2
13276	Sabaragamuwa	Ratnapura	Rakwana	Weligepola	Weligepola PS	Galpaya		Bambaragala	219D	1206	1500	1500	0	0	0	0	0	0	0	0	0	0
13277	Sabaragamuwa	Ratnapura	Rakwana	Weligepola	Weligepola PS	Handagiriya		Belimaliyadda	247	634	814	814	0	0	0	0	0	0	0	0	0	0
13278	Sabaragamuwa	Ratnapura	Rakwana	Weligepola	Weligepola PS	Panana		Bopitigoda	239C	825	965	965	0	0	0	0	0	0	0	0	0	0
13279	Sabaragamuwa	Ratnapura	Rakwana	Weligepola	Weligepola PS	Ranwala		Elamalpe	220A	741	863	863	0	0	0	0	0	0	0	0	0	0
13280	Sabaragamuwa	Ratnapura	Rakwana	Weligepola	Weligepola PS	Panana		Galgodagama	240B	860	1087	1066	5	1	0	1	0	0	0	14	6	15
13281	Sabaragamuwa	Ratnapura	Rakwana	Weligepola	Weligepola PS	Galpaya		Galpaya	219B	1837	2139	2139	0	0	0	0	0	0	0	0	0	0
13282	Sabaragamuwa	Ratnapura	Rakwana	Weligepola	Weligepola PS	Weligepola		Gangodagama	239B	822	955	954	1	0	0	0	0	0	0	0	1	0
13283	Sabaragamuwa	Ratnapura	Rakwana	Weligepola	Weligepola PS	Handagiriya		Handagirigoda	249A	628	858	858	0	0	0	0	0	0	0	0	0	0
13284	Sabaragamuwa	Ratnapura	Rakwana	Weligepola	Weligepola PS	Handagiriya		Handagiriya	249	435	522	521	1	0	0	0	0	0	0	0	1	0
